"passID";"passTime";"stationID";"vehicleID";"charge"
"ORB7549097";"2021-10-08 14:19:00";"EG01";"FL13UMN92207";2.2
"ORB7624210";"2021-11-09 01:49:00";"AO01";"DP11ENT03275";3.1
"ORC0357758";"2020-11-30 11:24:00";"OO00";"QN12NTR81378";2.8
"ORC0451249";"2019-08-02 21:19:00";"KO07";"FL13UMN92207";1.0
"ORC3140673";"2022-10-01 13:53:00";"GF00";"WU78BMX13511";1.0
"ORD2555794";"2022-04-02 18:02:00";"EG06";"IW53OQE31439";2.8
"ORD2977537";"2020-01-07 11:19:00";"EG04";"CR31GMR97972";1.5
"ORD3184965";"2019-12-23 18:40:00";"EG10";"IN99SEN20660";2.8
"ORE7165622";"2020-07-04 16:42:00";"GF00";"KW50MJG67260";2.2
"ORE8710931";"2019-07-09 23:21:00";"NE03";"EV77EDV52985";1.0
"ORF2055251";"2021-07-01 17:11:00";"GF00";"UF84JOS00561";2.8
"ORG7724024";"2020-08-10 01:48:00";"AO13";"HT62RDI04611";2.8
"ORH6084497";"2022-10-06 12:48:00";"AO16";"WU78BMX13511";2.8
"ORH9170173";"2021-05-05 06:45:00";"EG06";"FY47TUN40300";2.0
"ORI1487949";"2020-07-07 22:38:00";"NE13";"QP02SYE47964";2.8
"ORI6868188";"2020-11-20 11:52:00";"OO05";"IC95TLY24827";2.0
"ORJ9761652";"2021-10-05 20:11:00";"KO03";"FL13UMN92207";1.0
"ORK1450620";"2021-12-03 15:53:00";"KO05";"JV67MTI17124";2.8
"ORK7753517";"2023-01-01 12:13:00";"AO00";"PE73VJU23485";2.8
"ORL4391704";"2021-01-04 06:44:00";"AO19";"DV04FQL29609";3.1
"ORL6766593";"2020-10-05 04:52:00";"KO04";"ZY93PCY41868";1.5
"ORL7278201";"2021-10-31 22:01:00";"EG02";"CM15YCB60994";2.0
"ORL8149454";"2021-07-06 23:13:00";"OO05";"EE22TMX10817";2.0
"ORM0759803";"2022-03-01 17:07:00";"EG02";"XE59BZM26378";2.5
"ORM2466328";"2020-10-19 19:47:00";"MR07";"HE38BQH01623";2.8
"ORM5527506";"2021-12-05 13:51:00";"AO18";"NO82BAX82566";2.8
"ORM6060701";"2020-03-02 13:12:00";"NE00";"NY14GZR94632";2.8
"ORM7834380";"2022-01-04 06:44:00";"GF00";"EN26OAB52983";1.25
"ORP8460906";"2021-10-03 10:35:00";"AO08";"BM25PHF40639";13.0
"ORQ7949385";"2019-10-28 19:20:00";"OO04";"LC72NRN52084";2.2
"ORR0114999";"2023-03-10 01:37:00";"GF00";"PF04UCA93312";3.1
"ORR1853922";"2021-10-26 08:19:00";"GF00";"BY85QGR11636";2.5
"ORR7143298";"2019-09-02 22:52:00";"NE14";"PD45WOT56494";2.0
"ORT5368959";"2019-09-02 01:42:00";"OO13";"YX66XYW62640";2.5
"ORU0081544";"2020-11-15 12:50:00";"AO12";"LG64ARC91224";13.0
"ORU0730427";"2023-02-01 03:08:00";"AO07";"YL27IFD65117";2.0
"ORU2363147";"2019-09-04 17:31:00";"MR01";"HA82SCK64299";1.5
"ORU4429667";"2022-04-06 04:24:00";"AO08";"HT62RDI04611";2.8
"ORV8520046";"2021-11-02 09:35:00";"AO17";"DV04FQL29609";3.1
"ORW0278324";"2023-03-01 23:14:00";"KO08";"ED51EWW52190";2.8
"ORW3168822";"2019-08-07 06:25:00";"OO00";"VJ92OYV94295";2.5
"ORW6460865";"2020-07-10 14:36:00";"KO05";"JO50FSF60755";2.2
"ORW9134952";"2020-10-25 19:08:00";"KO09";"ED51EWW52190";2.8
"ORX0248639";"2020-12-25 13:41:00";"OO00";"BK77KNV91142";2.8
"ORY2345782";"2021-12-02 16:24:00";"NE03";"QP02SYE47964";2.8
"ORZ2663057";"2020-06-03 01:01:00";"MR08";"BI87HYL81972";1.0
"ORZ7576835";"2020-01-07 13:13:00";"NE06";"NZ35XLQ89678";1.5
"OSA5106382";"2021-12-06 01:55:00";"EG02";"IN99SEN20660";2.8
"OSA9936384";"2023-04-04 18:00:00";"GF00";"UF84JOS00561";2.8
"OSB0694109";"2020-07-03 16:22:00";"AO02";"EC02LZC49528";2.8
"OSB6924402";"2019-03-02 01:11:00";"OO01";"WY00MLL63827";2.8
"OSC1043347";"2021-10-19 17:03:00";"NE07";"IA29IQS63679";1.0
"OSC5977988";"2022-04-04 12:22:00";"AO14";"ED51EWW52190";2.8
"OSC6173582";"2021-03-04 09:12:00";"KO03";"KB55KTM48860";2.5
"OSD4405019";"2019-05-11 23:38:00";"NE09";"PM58XHX45588";1.5
"OSD5771483";"2019-03-12 14:31:00";"EG05";"JD78PQD35395";1.0
"OSD8796660";"2020-03-06 18:10:00";"EG11";"IN99SEN20660";2.8
"OSE3552264";"2022-12-03 22:29:00";"GF00";"BY85QGR11636";2.5
"OSF1874889";"2022-07-07 04:20:00";"EG06";"DW44ZOO26361";2.5
"OSF5457479";"2019-10-03 05:44:00";"KO01";"ZY93PCY41868";1.5
"OSG3457148";"2021-12-04 08:05:00";"KO06";"HW75BKT77773";2.2
"OSG9586375";"2019-11-17 20:13:00";"OO00";"QO68DIC93032";2.5
"OSH0490066";"2021-04-06 00:55:00";"EG10";"QU94IGC75528";1.25
"OSH6955745";"2021-07-08 16:33:00";"AO07";"YL27IFD65117";2.0
"OSI0052653";"2020-01-04 02:54:00";"OO11";"LC72NRN52084";3.1
"OSI6299809";"2020-10-16 20:35:00";"EG08";"PE73VJU23485";1.0
"OSI9976940";"2020-11-15 13:25:00";"KO04";"CK97FAU13897";2.8
"OSJ0089594";"2021-10-23 01:42:00";"MR06";"QO68DIC93032";2.5
"OSJ9076782";"2022-04-04 19:43:00";"KO09";"DO24BCW15511";1.25
"OSK6357678";"2021-03-01 21:01:00";"GF00";"BY85QGR11636";2.5
"OSK9454162";"2020-12-29 13:05:00";"MR02";"UA13YTK28483";2.8
"OSL5008235";"2022-04-01 10:18:00";"EG08";"CR31GMR97972";1.5
"OSL8719350";"2019-11-20 22:07:00";"AO07";"BM25PHF40639";13.0
"OSL9612166";"2021-09-02 15:26:00";"EG08";"QN12NTR81378";1.5
"OSM2843926";"2022-06-08 22:47:00";"KO09";"RR98KQE80731";1.5
"OSO0246165";"2020-12-14 00:18:00";"MR03";"EZ65FLV39493";2.8
"OSO0395201";"2021-09-07 07:49:00";"AO02";"MX39VOS38645";2.8
"OSO2479808";"2019-06-02 23:01:00";"KO01";"JO50FSF60755";2.2
"OSO6248317";"2021-06-03 08:12:00";"GF00";"EN26OAB52983";1.25
"OSP0586464";"2019-06-05 13:35:00";"KO05";"RV87TIY76692";2.5
"OSP1447370";"2020-05-08 09:12:00";"NE12";"NY14GZR94632";2.8
"OSP4213465";"2021-09-04 15:22:00";"EG10";"MU06LHX94338";1.5
"OSP6497604";"2021-07-08 15:34:00";"GF00";"CK97FAU13897";2.5
"OSP7486093";"2020-12-18 06:37:00";"KO07";"HW75BKT77773";2.2
"OSP9246833";"2021-06-11 05:35:00";"AO11";"BM25PHF40639";13.0
"OSQ1034165";"2022-03-01 09:05:00";"AO19";"IZ65WAT29135";2.8
"OSR1964316";"2021-01-01 20:34:00";"NE04";"EV77EDV52985";1.0
"OSS6256642";"2021-12-04 23:27:00";"OO02";"QN23UHH39091";2.5
"OSS8348244";"2020-09-09 21:46:00";"AO14";"PE73VJU23485";2.8
"OST0421800";"2020-07-06 01:11:00";"AO10";"BZ76ROL87339";2.8
"OST3624560";"2019-12-26 06:57:00";"NE11";"EV77EDV52985";1.0
"OST4956942";"2020-03-01 13:51:00";"OO02";"KF48RSD79865";2.8
"OST5562215";"2020-12-02 12:03:00";"OO05";"WU78BMX13511";2.0
"OST6762534";"2019-05-06 02:03:00";"OO08";"LC72NRN52084";3.1
"OSU2043684";"2020-10-10 09:33:00";"OO08";"IA29IQS63679";1.0
"OSU2774262";"2021-03-01 12:53:00";"KO07";"RV87TIY76692";2.5
"OSU3436490";"2019-01-11 10:38:00";"MR03";"EZ65FLV39493";2.8
"OSW2294336";"2021-05-08 12:31:00";"NE01";"OY94SZK34436";3.1
"OSW6932538";"2022-12-07 19:57:00";"AO02";"MX39VOS38645";2.8
"OSX3066777";"2020-11-09 06:46:00";"AO02";"MX39VOS38645";2.8
"OSX6633272";"2020-10-04 09:47:00";"MR04";"QO68DIC93032";2.5
"OSX6780992";"2020-05-08 22:19:00";"KO01";"ZY93PCY41868";1.5
"OSX8037347";"2020-08-07 12:32:00";"OO00";"IC95TLY24827";2.0
"OSX9280004";"2019-06-11 20:52:00";"EG09";"XE59BZM26378";2.5
"OSY0643424";"2020-04-09 20:24:00";"AO06";"SU00RDZ36214";2.8
"OSY1743695";"2023-02-04 20:09:00";"EG06";"TV81MAQ99005";2.8
"OSY5844803";"2019-10-16 22:20:00";"NE14";"NZ35XLQ89678";1.5
"OSY6016875";"2020-02-08 06:13:00";"OO03";"WG11QVY31890";1.0
"OSY9789704";"2021-05-02 08:42:00";"AO12";"PE73VJU23485";2.8
"OTA2231941";"2019-11-28 23:34:00";"OO01";"VJ92OYV94295";2.5
"OTA8416791";"2022-06-01 12:45:00";"KO04";"QO77TFN61853";2.2
"OTB5184784";"2020-06-07 20:58:00";"NE10";"IA29IQS63679";1.0
"OTB7693907";"2021-01-12 01:05:00";"KO07";"KB55KTM48860";2.5
"OTC1270419";"2021-06-03 11:49:00";"MR07";"KF48RSD79865";2.8
"OTE0458431";"2022-01-07 20:37:00";"KO06";"QW79CHL42244";2.8
"OTE3923717";"2021-04-01 08:35:00";"MR05";"MQ65WJJ60020";1.5
"OTE9567662";"2020-06-08 07:12:00";"OO03";"VJ92OYV94295";2.5
"OTE9909828";"2019-07-04 04:13:00";"GF00";"YX66XYW62640";3.1
"OTF3863109";"2021-04-06 23:52:00";"OO02";"JF94VYA88954";2.8
"OTF4516654";"2019-12-04 04:40:00";"EG08";"VL67TFO75321";13.0
"OTF5099861";"2020-10-22 22:07:00";"KO07";"QO77TFN61853";2.2
"OTG1715886";"2022-04-03 07:26:00";"EG05";"PD45WOT56494";1.25
"OTG5625782";"2023-07-06 01:21:00";"NE05";"EE22TMX10817";1.0
"OTH2195021";"2022-03-08 07:10:00";"AO14";"RK48BOP88344";2.8
"OTH3690214";"2021-10-15 16:17:00";"KO04";"JF94VYA88954";2.5
"OTH3972187";"2020-03-09 15:18:00";"NE04";"OY94SZK34436";2.5
"OTH6774282";"2022-04-03 06:44:00";"MR03";"HE38BQH01623";2.8
"OTH7075359";"2021-07-02 01:14:00";"AO16";"OC94ASJ72024";1.0
"OTI1365340";"2020-11-27 09:03:00";"AO02";"HT62RDI04611";2.8
"OTI1973547";"2020-11-17 23:06:00";"EG05";"TE24LCO18661";1.25
"OTJ1628009";"2021-04-04 19:07:00";"MR02";"QN23UHH39091";2.8
"OTJ9685241";"2021-10-01 22:54:00";"NE07";"PM58XHX45588";1.5
"OTK2904199";"2021-11-03 19:31:00";"NE02";"FY47TUN40300";2.2
"OTK4956782";"2022-05-04 19:12:00";"MR01";"EZ65FLV39493";2.8
"OTK5012766";"2019-03-09 21:11:00";"OO12";"EN26OAB52983";2.5
"OTL8348214";"2021-10-18 04:17:00";"GF00";"YX66XYW62640";3.1
"OTL8350036";"2023-04-02 05:51:00";"EG06";"MU06LHX94338";1.5
"OTL9653756";"2021-01-11 17:03:00";"AO16";"OC94ASJ72024";1.0
"OTM6996138";"2020-09-05 21:04:00";"OO10";"AT19HLV57173";2.8
"OTN1510696";"2022-07-08 23:40:00";"EG05";"IW53OQE31439";2.8
"OTN2222527";"2022-02-02 17:04:00";"GF00";"MA30QLI76818";2.5
"OTN6132427";"2022-08-03 19:04:00";"AO09";"LG64ARC91224";13.0
"OTN8799240";"2020-10-07 07:32:00";"GF00";"PF04UCA93312";3.1
"OTO2974645";"2020-12-01 16:13:00";"EG01";"UP28MBM38391";2.2
"OTO4929531";"2021-10-07 22:30:00";"MR03";"BI87HYL81972";1.0
"OTO5207891";"2021-06-08 03:59:00";"KO07";"RV87TIY76692";2.5
"OTP2938577";"2020-08-06 12:01:00";"EG09";"DW44ZOO26361";2.5
"OTP3253032";"2021-04-01 11:52:00";"OO11";"VL67TFO75321";2.8
"OTQ2247145";"2020-01-11 00:37:00";"EG02";"MU06LHX94338";1.5
"OTQ3543640";"2021-11-15 20:07:00";"AO19";"DV04FQL29609";3.1
"OTQ5080409";"2021-09-06 22:32:00";"EG11";"IW53OQE31439";2.8
"OTQ5763734";"2021-02-08 22:22:00";"KO07";"DO24BCW15511";1.25
"OTQ6452387";"2020-03-05 13:44:00";"KO08";"WG11QVY31890";2.2
"OTQ7679627";"2020-11-18 07:11:00";"EG04";"XE59BZM26378";2.5
"OTQ8957088";"2021-06-06 20:49:00";"OO02";"IN99SEN20660";1.0
"OTR3896261";"2019-12-24 07:35:00";"AO17";"MQ65WJJ60020";2.8
"OTR7095666";"2020-11-06 04:49:00";"MR04";"DV04FQL29609";2.2
"OTS6885150";"2019-12-10 14:38:00";"GF00";"QN12NTR81378";2.8
"OTT0071278";"2019-11-20 12:57:00";"OO07";"IA29IQS63679";2.0
"OTT0626499";"2019-02-11 13:37:00";"EG02";"CM15YCB60994";2.0
"OTU6274435";"2021-06-02 07:35:00";"GF00";"MA30QLI76818";2.5
"OTU6633965";"2021-04-08 16:56:00";"GF00";"CK97FAU13897";2.5
"OTV1983030";"2020-09-06 13:55:00";"AO16";"YL27IFD65117";2.0
"OTV2043984";"2019-07-07 08:05:00";"MR00";"EZ65FLV39493";2.8
"OTV4073833";"2021-10-09 03:09:00";"AO15";"YL27IFD65117";2.0
"OTV4950908";"2022-05-07 11:41:00";"AO15";"HT62RDI04611";2.8
"OTV9145419";"2022-01-05 13:05:00";"OO10";"VJ92OYV94295";2.5
"OTW3669436";"2021-02-08 22:53:00";"EG10";"MU06LHX94338";1.5
"OTW6211906";"2021-02-02 08:23:00";"GF00";"UF84JOS00561";2.8
"OTW8184052";"2021-09-05 20:55:00";"NE09";"EG95RTB75032";2.8
"OTX5816866";"2019-12-19 19:23:00";"GF00";"PF04UCA93312";3.1
"OTX6285962";"2021-09-04 10:44:00";"MR03";"KF48RSD79865";2.8
"OTX7928409";"2021-05-07 14:55:00";"GF00";"MP14WFM40909";2.8
"OTY7126783";"2020-12-04 16:47:00";"AO18";"IW53OQE31439";2.8
"OTY9688483";"2021-03-05 01:04:00";"OO12";"LC72NRN52084";3.1
"OTZ3351404";"2019-11-05 02:58:00";"GF00";"UF84JOS00561";2.8
"OTZ4460027";"2022-08-07 21:50:00";"GF00";"XF28DGK65250";2.0
"OUA4284522";"2019-05-07 10:51:00";"OO13";"HA82SCK64299";2.0
"OUA7365785";"2019-01-12 02:10:00";"OO01";"QX75YWC61835";2.5
"OUB6225006";"2020-10-27 04:11:00";"AO05";"LG64ARC91224";13.0
"OUD2009729";"2022-08-07 12:20:00";"KO03";"ED51EWW52190";2.8
"OUD3522714";"2019-12-18 03:54:00";"EG08";"CR31GMR97972";1.5
"OUD8680335";"2021-04-05 03:38:00";"OO13";"EM54HQI58682";2.8
"OUE1656032";"2021-08-08 18:38:00";"KO08";"RR73DWB65452";2.5
"OUE3503315";"2021-10-26 11:14:00";"KO08";"MU06LHX94338";1.25
"OUF1281152";"2019-11-20 08:24:00";"OO06";"LC72NRN52084";3.1
"OUF1334258";"2022-05-06 14:33:00";"NE01";"FY47TUN40300";1.0
"OUG3148920";"2020-08-12 19:18:00";"NE08";"IA29IQS63679";1.0
"OUG5768584";"2019-11-04 17:41:00";"NE03";"EV77EDV52985";1.0
"OUG9008294";"2019-01-09 20:30:00";"EG05";"IN99SEN20660";2.8
"OUH3893733";"2021-12-07 06:30:00";"MR03";"UP28MBM38391";1.5
"OUH6528829";"2020-12-09 11:31:00";"AO15";"PE73VJU23485";2.8
"OUI8189113";"2020-08-12 19:44:00";"MR05";"EM54HQI58682";1.25
"OUJ1384972";"2022-10-03 10:53:00";"EG04";"CR31GMR97972";1.5
"OUJ2007166";"2022-05-03 10:56:00";"AO13";"HT62RDI04611";2.8
"OUK1280133";"2022-12-07 23:39:00";"OO09";"LC72NRN52084";2.0
"OUK3941496";"2021-06-02 17:38:00";"EG10";"EC02LZC49528";2.8
"OUK5269066";"2020-12-08 19:17:00";"NE16";"EG95RTB75032";2.8
"OUK8603377";"2019-10-20 22:24:00";"AO03";"LM86GYO69819";2.8
"OUL1225838";"2020-09-08 10:12:00";"OO08";"PE73VJU23485";2.5
"OUL8208170";"2023-06-03 13:55:00";"NE14";"IA29IQS63679";1.0
"OUL8567248";"2019-09-02 03:54:00";"AO09";"BM25PHF40639";13.0
"OUO2408308";"2021-09-04 12:42:00";"KO00";"IX01MVL33676";2.5
"OUO7866657";"2021-04-06 23:18:00";"MR07";"HR53SRO94328";13.0
"OUP0015996";"2023-06-04 05:54:00";"OO06";"BK77KNV91142";2.8
"OUQ3237302";"2022-11-07 11:15:00";"AO18";"RR73DWB65452";2.8
"OUQ8869077";"2021-11-08 04:10:00";"KO02";"QW79CHL42244";2.8
"OUR2636209";"2020-12-21 13:41:00";"NE14";"IA29IQS63679";1.0
"OUR3289959";"2021-02-04 09:47:00";"AO18";"HE38BQH01623";2.8
"OUR5755680";"2020-11-03 16:26:00";"GF00";"SL09NOT64494";2.5
"OUS0942612";"2020-07-09 15:04:00";"KO08";"WY00MLL63827";1.0
"OUS4330219";"2021-12-06 01:21:00";"OO11";"KB55KTM48860";2.0
"OUS4744433";"2021-03-08 05:34:00";"AO19";"BM25PHF40639";13.0
"OUT5815256";"2021-11-02 21:16:00";"MR06";"QH15HWX24570";3.1
"OUT9490259";"2020-12-01 04:33:00";"AO10";"LG64ARC91224";2.8
"OUV4816990";"2020-06-11 04:41:00";"KO03";"FL13UMN92207";1.0
"OUV6792319";"2020-05-07 15:33:00";"KO08";"UO75YNW62238";2.8
"OUW0457429";"2020-04-06 15:54:00";"KO09";"KB55KTM48860";2.5
"OUX4072244";"2022-03-08 07:13:00";"OO05";"RK48BOP88344";2.8
"OUY5011073";"2020-10-12 14:30:00";"NE02";"IA29IQS63679";1.0
"OUY5353728";"2019-10-29 07:20:00";"OO09";"FL13UMN92207";1.5
"OVA0614293";"2021-02-09 20:54:00";"OO11";"AY38OQF67603";2.8
"OVA3456173";"2020-06-01 07:24:00";"NE10";"EM54HQI58682";2.0
"OVA9046950";"2022-04-05 07:12:00";"GF00";"MA30QLI76818";2.5
"OVB0586437";"2019-01-05 02:14:00";"MR01";"QH15HWX24570";3.1
"OVD5080540";"2021-08-04 21:22:00";"MR04";"BZ76ROL87339";2.2
"OVD5828880";"2021-03-01 18:22:00";"MR07";"UA13YTK28483";2.8
"OVD8015282";"2020-02-08 01:55:00";"NE00";"FY47TUN40300";1.0
"OVE2193238";"2021-07-01 04:45:00";"OO01";"QR03XCJ37459";2.8
"OVE2686298";"2022-01-08 11:14:00";"KO06";"QW79CHL42244";2.8
"OVE5819921";"2021-02-04 04:40:00";"OO10";"JF94VYA88954";2.8
"OVE7580979";"2020-06-10 14:20:00";"OO09";"XV40HUQ04740";1.0
"OVE8939883";"2021-05-09 14:16:00";"EG10";"PD45WOT56494";1.25
"OVF8851875";"2021-08-10 19:15:00";"GF00";"BY85QGR11636";2.5
"OVG1128113";"2022-05-09 23:36:00";"NE07";"NO82BAX82566";3.1
"OVG7018104";"2022-05-03 00:01:00";"AO15";"DP11ENT03275";3.1
"OVJ8248583";"2022-01-07 10:06:00";"MR04";"BI87HYL81972";1.0
"OVJ8726983";"2021-07-08 20:13:00";"MR02";"EZ65FLV39493";2.8
"OVL3986809";"2022-10-02 13:09:00";"KO01";"ZY93PCY41868";1.5
"OVM0068474";"2022-02-05 00:16:00";"EG05";"XE59BZM26378";2.5
"OVM1581074";"2020-10-01 06:15:00";"EG02";"ZY93PCY41868";3.1
"OVM1965465";"2021-08-09 01:21:00";"OO10";"VJ92OYV94295";2.5
"OVM7277998";"2019-08-08 07:40:00";"EG03";"XE59BZM26378";2.5
"OVN9531866";"2023-04-02 05:15:00";"MR08";"QO68DIC93032";2.5
"OVO8106722";"2021-09-07 18:24:00";"OO00";"IC95TLY24827";2.0
"OVP4505994";"2019-08-10 03:22:00";"OO02";"IC95TLY24827";2.0
"OVP7304131";"2022-05-02 04:49:00";"AO04";"BZ76ROL87339";1.0
"OVQ2725030";"2019-09-08 11:37:00";"KO06";"RV87TIY76692";2.5
"OVQ5689647";"2020-10-21 00:30:00";"OO01";"JF94VYA88954";2.8
"OVQ8064202";"2021-04-03 15:27:00";"OO13";"QR03XCJ37459";2.8
"OVS0741603";"2020-10-14 01:40:00";"MR02";"XV91YMP27722";2.5
"OVS2582562";"2021-11-01 02:01:00";"AO06";"DW44ZOO26361";2.8
"OVS9900774";"2022-03-07 15:41:00";"MR00";"RR98KQE80731";1.25
"OVT3325088";"2019-04-11 01:52:00";"NE10";"RR98KQE80731";1.25
"OVU8399793";"2022-08-02 00:46:00";"NE11";"IA29IQS63679";1.0
"OVV2530352";"2022-09-09 01:24:00";"EG08";"XE59BZM26378";2.5
"OVV6092893";"2021-08-06 01:18:00";"OO10";"QN23UHH39091";1.5
"OVV7028068";"2023-03-04 07:40:00";"AO09";"SL09NOT64494";2.8
"OVV8993588";"2022-02-06 02:23:00";"NE05";"PM58XHX45588";1.5
"OVV9090805";"2022-01-03 09:29:00";"AO19";"QW79CHL42244";2.8
"OVW2217890";"2021-03-08 12:55:00";"GF00";"XF28DGK65250";2.0
"OVW4111733";"2021-12-09 05:13:00";"MR05";"QO68DIC93032";2.5
"OVX8065621";"2020-01-12 02:09:00";"OO10";"AY38OQF67603";2.8
"OVY0792288";"2019-04-05 01:07:00";"NE00";"JV67MTI17124";2.2
"OVY4789945";"2022-06-07 13:50:00";"EG05";"XE59BZM26378";2.5
"OVY5675514";"2021-09-05 15:27:00";"NE09";"NY14GZR94632";2.8
"OVY6736101";"2020-06-03 01:39:00";"EG12";"DW44ZOO26361";2.5
"OVY8391303";"2022-01-05 20:17:00";"OO12";"JF94VYA88954";2.8
"OVZ5392431";"2020-04-01 08:12:00";"EG06";"CR31GMR97972";2.2
"OWA6482625";"2023-06-06 23:39:00";"NE03";"PD45WOT56494";2.0
"OWA6844419";"2021-05-06 03:30:00";"GF00";"KW50MJG67260";2.2
"OWB9600953";"2020-02-08 18:16:00";"EG04";"MU06LHX94338";1.5
"OWC4938398";"2021-03-02 10:34:00";"OO03";"EE22TMX10817";2.0
"OWD1825198";"2022-06-09 23:09:00";"EG07";"MU06LHX94338";1.5
"OWD3105148";"2021-08-07 15:05:00";"MR00";"KF48RSD79865";2.8
"OWD6499939";"2021-04-06 00:31:00";"AO01";"DV04FQL29609";3.1
"OWE1884865";"2021-10-24 08:54:00";"KO08";"DO24BCW15511";1.25
"OWE2621219";"2019-10-26 11:34:00";"NE04";"EG95RTB75032";2.8
"OWE7769268";"2019-11-04 22:23:00";"NE02";"PM58XHX45588";1.5
"OWF3331871";"2020-05-09 08:40:00";"MR04";"QN23UHH39091";2.8
"OWF5536323";"2021-04-02 01:09:00";"NE08";"QU94IGC75528";2.0
"OWG1370912";"2020-12-06 05:20:00";"MR01";"QN23UHH39091";2.8
"OWG4592473";"2021-03-09 16:20:00";"OO11";"IC95TLY24827";2.0
"OWG8438052";"2022-11-06 23:21:00";"KO00";"RK48BOP88344";1.0
"OWI0205072";"2021-07-11 04:52:00";"KO03";"YH66OKD41942";1.5
"OWI3696108";"2021-02-09 20:31:00";"NE16";"JV67MTI17124";2.5
"OWI5633907";"2022-02-07 12:13:00";"OO09";"VX68BAR38623";2.8
"OWI6251477";"2020-07-05 00:31:00";"AO04";"OC94ASJ72024";1.0
"OWJ1826942";"2020-03-05 03:55:00";"MR00";"QN23UHH39091";2.8
"OWJ2673139";"2020-10-11 08:53:00";"KO05";"WY00MLL63827";1.0
"OWK1776476";"2019-12-30 17:45:00";"AO04";"MX39VOS38645";2.8
"OWL0590499";"2020-11-16 00:08:00";"EG06";"TV81MAQ99005";2.8
"OWL3894555";"2021-05-06 11:45:00";"NE02";"IA29IQS63679";1.0
"OWL9538618";"2020-01-03 17:59:00";"KO08";"FL13UMN92207";1.0
"OWM7514613";"2023-04-01 10:34:00";"MR08";"HA82SCK64299";1.5
"OWM9112769";"2021-07-06 18:30:00";"GF00";"IO09FGE68100";2.8
"OWM9853290";"2019-12-27 20:06:00";"MR02";"QW79CHL42244";1.0
"OWN2040268";"2019-10-02 01:51:00";"AO10";"BZ76ROL87339";1.0
"OWN5418857";"2022-11-07 20:09:00";"OO08";"RK48BOP88344";2.8
"OWO9700326";"2020-02-12 19:26:00";"GF00";"JE65QJK64802";2.8
"OWP0855637";"2021-07-03 14:42:00";"NE03";"NO82BAX82566";3.1
"OWP3233015";"2020-09-03 10:34:00";"OO00";"VJ92OYV94295";2.5
"OWP5947350";"2020-11-02 02:55:00";"EG05";"TZ48CCW54765";3.1
"OWP7468071";"2021-10-02 03:49:00";"MR08";"HE38BQH01623";2.8
"OWP9256240";"2020-08-08 04:23:00";"OO06";"QR03XCJ37459";2.8
"OWQ2375853";"2022-05-05 19:21:00";"AO08";"HT62RDI04611";2.8
"OWR7649805";"2019-06-03 22:26:00";"NE08";"PM58XHX45588";1.5
"OWS1606153";"2022-09-01 11:43:00";"MR08";"QO68DIC93032";2.5
"OWS5662717";"2021-01-09 02:16:00";"EG05";"JD78PQD35395";1.0
"OWT0717944";"2020-11-03 09:10:00";"OO07";"AY38OQF67603";2.8
"OWT0882326";"2020-04-03 23:34:00";"AO05";"SU00RDZ36214";2.8
"OWT2276764";"2022-08-01 20:48:00";"OO11";"EM54HQI58682";2.8
"OWT8626053";"2019-10-20 18:18:00";"EG10";"IN99SEN20660";2.8
"OWU3313863";"2023-06-09 21:42:00";"GF00";"IO09FGE68100";2.8
"OWU9362441";"2021-06-08 09:14:00";"AO03";"RR73DWB65452";2.8
"OWV0866884";"2020-03-03 15:32:00";"KO01";"RV87TIY76692";2.5
"OWV5277521";"2019-04-12 15:48:00";"MR07";"HE38BQH01623";2.8
"OWV8494072";"2021-01-03 23:57:00";"MR04";"KF48RSD79865";2.8
"OWX2656761";"2021-03-03 05:40:00";"GF00";"WU78BMX13511";1.0
"OWX4684071";"2021-04-08 08:21:00";"MR00";"HA82SCK64299";1.5
"OWX5065964";"2021-12-03 20:44:00";"EG02";"CM15YCB60994";2.0
"OWX6509492";"2022-11-05 11:27:00";"OO04";"JF94VYA88954";2.8
"OWY7632030";"2022-03-04 10:02:00";"KO07";"HW75BKT77773";2.2
"OWZ4377280";"2019-09-06 17:03:00";"OO07";"CR31GMR97972";3.1
"OWZ5219748";"2020-07-08 19:41:00";"OO10";"EM54HQI58682";2.8
"OWZ6940331";"2021-07-06 15:58:00";"AO12";"YL27IFD65117";2.0
"OWZ7422019";"2020-08-12 09:33:00";"MR00";"XV91YMP27722";2.5
"OXA2947691";"2021-04-04 23:10:00";"MR07";"BI87HYL81972";1.0
"OXA3255243";"2021-12-09 09:29:00";"KO01";"MQ65WJJ60020";1.25
"OXB4605666";"2019-11-18 15:45:00";"NE09";"NZ35XLQ89678";1.5
"OXB4933296";"2021-10-06 09:10:00";"KO08";"EN26OAB52983";1.0
"OXC1918661";"2020-02-01 02:52:00";"EG04";"CM15YCB60994";2.0
"OXD9861390";"2023-07-05 20:05:00";"MR01";"HR53SRO94328";13.0
"OXF0077846";"2022-04-08 08:51:00";"GF00";"PF04UCA93312";3.1
"OXF0458075";"2020-05-09 03:36:00";"OO10";"IO09FGE68100";3.1
"OXF6754010";"2021-11-05 20:45:00";"EG03";"DW44ZOO26361";2.5
"OXG0100326";"2020-06-08 00:31:00";"KO00";"ZY93PCY41868";1.5
"OXH7456002";"2021-06-05 10:56:00";"OO13";"BY85QGR11636";2.2
